date,district,day_of_week,is_holiday,temperature_c,humidity_pct,customer_count,distributed_solar_mw,peak_load_mw,overload_flag
2025-01-06,Din Daeng,5,0,29.3,66,49092,3.1,187.9,1
2025-01-06,Khlong Toei,5,0,32.9,68,53788,1,190,1
2025-01-06,Lat Phrao,5,0,31.4,66,49138,5.2,177.4,1
2025-01-06,Phaya Thai,5,0,31.2,68,42664,5.3,190,1
2025-01-06,Thon Buri,5,0,28.2,71,54972,5.2,178.7,1
2025-01-07,Bang Kapi,6,0,32.3,64,54435,2.9,183.5,1
2025-01-07,Bang Khen,6,0,31.4,72,44226,5.3,169.2,1
2025-01-07,Bang Kho Laem,6,0,35,78,40773,5.1,190,1
2025-01-07,Din Daeng,6,0,28.6,52,37722,4.4,159.5,1
2025-01-07,Khlong Toei,6,0,29,65,49788,2,190,1
2025-01-07,Lat Phrao,6,0,32.3,67,45172,5,190,1
2025-01-07,Phaya Thai,6,0,31.3,85,43826,4.5,190,1
2025-01-07,Thon Buri,6,0,30.6,61,39071,6,175.5,1
2025-01-08,Bang Kapi,0,0,32.3,68,45882,6.3,190,1
2025-01-08,Bang Khen,0,0,33.3,80,52910,6.8,190,1
2025-01-08,Bang Kho Laem,0,0,30.7,72,46008,4.5,190,1
2025-01-08,Din Daeng,0,0,32.2,74,54113,4.8,190,1
2025-01-08,Khlong Toei,0,0,31.2,65,50484,7.2,190,1
2025-01-08,Lat Phrao,0,0,29.5,60,43342,1.1,182,1
2025-01-08,Phaya Thai,0,0,33.4,75,51065,7.4,190,1
2025-01-08,Thon Buri,0,0,29,73,32505,6.1,177.1,1
2025-01-09,Bang Kapi,1,0,31.2,56,30833,5.7,190,1
2025-01-09,Bang Khen,1,0,33.1,61,22000,5.4,190,1
2025-01-09,Bang Kho Laem,1,0,30.4,76,45857,5.8,188.2,1
2025-01-09,Din Daeng,1,0,30.1,48,46267,1,190,1
2025-01-09,Khlong Toei,1,0,32.1,69,52056,6.1,190,1
2025-01-09,Lat Phrao,1,0,33.2,65,55210,3.4,190,1
2025-01-09,Phaya Thai,1,0,32.1,83,49810,4.5,190,1
2025-01-09,Thon Buri,1,0,32.2,83,40255,5.9,183.7,1
2025-01-10,Bang Kapi,2,0,28.4,78,51191,4.4,185.1,1
2025-01-10,Bang Khen,2,0,31,72,36271,4,188.4,1
2025-01-10,Bang Kho Laem,2,0,29.4,69,42486,7.3,180.3,1
2025-01-10,Din Daeng,2,0,33.2,69,41211,5,190,1
2025-01-10,Khlong Toei,2,0,31.6,65,49694,5.1,190,1
2025-01-10,Lat Phrao,2,0,30.7,59,53347,6.7,190,1
2025-01-10,Phaya Thai,2,0,33.2,64,60876,7.2,190,1
2025-01-10,Thon Buri,2,0,31.8,62,48578,5.9,190,1
2025-01-11,Bang Kapi,3,0,31.4,74,49908,2.3,186,1
2025-01-11,Bang Khen,3,0,31,60,43265,6.3,186.5,1
2025-01-11,Bang Kho Laem,3,0,31.9,69,37314,3.8,190,1
2025-01-11,Din Daeng,3,0,32.8,64,39935,5.5,186,1
2025-01-11,Khlong Toei,3,0,31.5,69,53251,1,190,1
2025-01-11,Lat Phrao,3,0,29.6,65,56326,4.1,188.7,1
2025-01-11,Phaya Thai,3,0,32.9,66,49743,2.5,190,1
2025-01-11,Thon Buri,3,0,32.7,75,30323,6.1,190,1
2025-01-12,Bang Kapi,4,0,30.1,74,36748,3,190,1
2025-01-12,Bang Khen,4,0,26.5,68,49649,5,183.8,1
2025-01-12,Bang Kho Laem,4,0,33.5,79,30359,3.4,187.7,1
2025-01-12,Din Daeng,4,0,34.9,59,53300,3.8,190,1
2025-01-12,Khlong Toei,4,0,29.3,68,52113,5.5,190,1
2025-01-12,Lat Phrao,4,0,31.8,61,49663,1.7,190,1
2025-01-12,Phaya Thai,4,0,29.8,73,53652,2.5,190,1
2025-01-12,Thon Buri,4,0,30.3,64,35000,4.3,181.5,1
2025-01-13,Bang Kapi,5,0,34.7,73,41631,5,190,1
2025-01-13,Bang Khen,5,0,28.1,72,39737,6.4,190,1
2025-01-13,Bang Kho Laem,5,0,31.8,77,56715,4.7,187.1,1
2025-01-13,Din Daeng,5,0,34.3,67,45837,3.5,175.6,1
2025-01-13,Khlong Toei,5,0,33.5,66,42274,3.9,186.3,1
2025-01-13,Lat Phrao,5,0,29.8,77,33776,2.8,171.7,1
2025-01-13,Phaya Thai,5,0,31.9,64,46748,5.1,187,1
2025-01-13,Thon Buri,5,0,33.6,63,46106,6.3,179.4,1
2025-01-14,Bang Kapi,6,0,34.6,78,52144,5.9,185.7,1
2025-01-14,Bang Khen,6,0,29.7,80,43654,1.8,175.3,1
2025-01-14,Bang Kho Laem,6,0,34.2,74,31717,5.1,190,1
2025-01-14,Din Daeng,6,0,33.3,64,47400,4,190,1
2025-01-14,Khlong Toei,6,0,29.1,69,53972,2.6,181.3,1
2025-01-14,Lat Phrao,6,0,29.4,69,50144,5.5,182.6,1
2025-01-14,Phaya Thai,6,0,33.2,64,41776,5.9,190,1
2025-01-14,Thon Buri,6,0,32.1,73,27288,6.5,190,1
2025-01-15,Bang Kapi,0,0,35.1,57,57112,3.1,190,1
2025-01-15,Bang Khen,0,0,29.8,76,39439,6.6,190,1
2025-01-15,Bang Kho Laem,0,0,32.7,65,39805,6.4,190,1
2025-01-15,Din Daeng,0,0,36.2,65,55143,6.1,190,1
2025-01-15,Khlong Toei,0,0,29.3,51,41891,5.4,189.1,1
2025-01-15,Lat Phrao,0,0,33.7,78,48682,2.1,179.8,1
2025-01-15,Phaya Thai,0,0,28.2,73,48775,2.8,190,1
2025-01-15,Thon Buri,0,0,31,84,34731,4.5,181.9,1
2025-01-16,Bang Kapi,1,0,34.2,65,42197,4.6,190,1
2025-01-16,Bang Khen,1,0,29.5,71,50675,3.7,182.3,1
2025-01-16,Bang Kho Laem,1,0,32.9,76,27845,4,190,1
2025-01-16,Din Daeng,1,0,35.1,65,53613,6.4,190,1
2025-01-16,Khlong Toei,1,0,33.6,74,36783,3.4,190,1
2025-01-16,Lat Phrao,1,0,35.8,78,55303,5.7,189.4,1
2025-01-16,Phaya Thai,1,0,35,71,50150,2.8,190,1
2025-01-16,Thon Buri,1,0,32.5,82,32136,4.4,190,1
2025-01-17,Bang Kapi,2,0,34.5,69,44603,5.9,190,1
2025-01-17,Bang Khen,2,0,32.7,78,47805,5.1,190,1
2025-01-17,Bang Kho Laem,2,0,28.6,74,35910,4.6,187.1,1
2025-01-17,Din Daeng,2,0,28.8,60,47128,5.9,190,1
2025-01-17,Khlong Toei,2,0,31.6,73,43853,1.1,190,1
2025-01-17,Lat Phrao,2,0,31,66,33096,4,176.9,1
2025-01-17,Phaya Thai,2,0,27.9,62,53493,4.8,188.1,1
2025-01-17,Thon Buri,2,0,28.8,75,33283,1.8,175.9,1
2025-01-18,Bang Kapi,3,1,31.1,56,40494,3.1,174.7,1
2025-01-18,Bang Khen,3,1,37.9,75,44426,5.7,190,1
2025-01-18,Bang Kho Laem,3,1,30.5,57,44648,6.6,176.3,1
2025-01-18,Din Daeng,3,1,33.9,59,40097,4.1,190,1
2025-01-18,Khlong Toei,3,1,36.6,67,58035,3.9,186.5,1
2025-01-18,Lat Phrao,3,1,30.3,75,37084,2.2,160,1
2025-01-18,Phaya Thai,3,1,33.6,72,40359,4.4,184.7,1
2025-01-18,Thon Buri,3,1,31.4,80,47228,6.3,181.9,1
2025-01-19,Bang Kapi,4,0,33.5,74,41179,3.4,190,1
2025-01-19,Bang Khen,4,0,31.5,71,45275,6.7,190,1
2025-01-19,Bang Kho Laem,4,0,30.4,72,47974,5.2,182.6,1
2025-01-19,Din Daeng,4,0,34.2,67,47895,2.1,190,1
2025-01-19,Khlong Toei,4,0,34,67,30795,3.7,190,1
2025-01-19,Lat Phrao,4,0,29.9,60,53341,8.3,185.7,1
2025-01-19,Phaya Thai,4,0,32.9,72,48192,4.1,190,1
2025-01-19,Thon Buri,4,0,31.2,58,44545,4.8,164.8,1
2025-01-20,Bang Kapi,5,0,36.4,74,39692,4.8,190,1
2025-01-20,Bang Khen,5,0,30.4,68,55215,3.8,174.4,1
2025-01-20,Bang Kho Laem,5,0,34.8,64,38847,1.3,190,1
2025-01-20,Din Daeng,5,0,32.4,72,36086,1.9,184.8,1
2025-01-20,Khlong Toei,5,0,34.9,69,53640,4.3,190,1
2025-01-20,Lat Phrao,5,0,27.9,65,52352,3.9,158.9,1
2025-01-20,Phaya Thai,5,0,32,80,39517,4.6,181.5,1
2025-01-20,Thon Buri,5,0,32.3,69,45455,4,178.2,1
2025-01-21,Bang Kapi,6,0,28.8,66,42480,4.3,174,1
2025-01-21,Bang Khen,6,0,35.6,73,57155,5.2,190,1
2025-01-21,Bang Kho Laem,6,0,32.9,58,47425,6.8,186.3,1
2025-01-21,Din Daeng,6,0,32,68,41842,3.7,189.5,1
2025-01-21,Khlong Toei,6,0,34,75,53592,6.1,190,1
2025-01-21,Lat Phrao,6,0,34.3,75,46236,2.2,190,1
2025-01-21,Phaya Thai,6,0,29.5,63,53535,4,170.1,1
2025-01-21,Thon Buri,6,0,30.8,67,45518,8.3,185.3,1
2025-01-22,Bang Kapi,0,0,31.9,73,37087,5.6,190,1
2025-01-22,Bang Khen,0,0,32.4,65,41250,5.2,190,1
2025-01-22,Bang Kho Laem,0,0,31.6,60,34703,6.7,184.7,1
2025-01-22,Din Daeng,0,0,26.2,72,45591,3.5,189.4,1
2025-01-22,Khlong Toei,0,0,32.9,56,42295,4.2,190,1
2025-01-22,Lat Phrao,0,0,34.1,74,38100,3.8,190,1
2025-01-22,Phaya Thai,0,0,30.1,62,59340,2.6,190,1
2025-01-22,Thon Buri,0,0,31.2,72,32022,6.8,190,1
2025-01-23,Bang Kapi,1,0,32.7,74,48589,2.1,190,1
2025-01-23,Bang Khen,1,0,30.9,72,37765,5.3,190,1
2025-01-23,Bang Kho Laem,1,0,30.6,70,50270,3.8,175.9,1
2025-01-23,Din Daeng,1,0,31.7,58,35574,4,190,1
2025-01-23,Khlong Toei,1,0,34.9,76,49783,3.7,190,1
2025-01-23,Lat Phrao,1,0,32.1,78,50659,7.4,190,1
2025-01-23,Phaya Thai,1,0,34.8,78,43733,3.4,190,1
2025-01-23,Thon Buri,1,0,32.9,65,36683,4.2,190,1
2025-01-24,Bang Kapi,2,0,34,72,44668,6,190,1
2025-01-24,Bang Khen,2,0,36.7,74,31337,6.4,190,1
2025-01-24,Bang Kho Laem,2,0,34.1,83,31832,6.4,190,1
2025-01-24,Din Daeng,2,0,32.5,71,50158,6.4,190,1
2025-01-24,Khlong Toei,2,0,35.5,74,51581,6.7,190,1
2025-01-24,Lat Phrao,2,0,29.6,66,58044,5.6,187.4,1
2025-01-24,Phaya Thai,2,0,37.8,67,45097,5.8,190,1
2025-01-24,Thon Buri,2,0,34.2,66,47762,5.7,190,1
2025-01-25,Bang Kapi,3,0,34.6,78,40313,4.2,190,1
2025-01-25,Bang Khen,3,0,33.6,62,45904,4.8,190,1
2025-01-25,Bang Kho Laem,3,0,34.2,68,34708,3.8,190,1
2025-01-25,Din Daeng,3,0,35.9,68,61419,6.5,190,1
2025-01-25,Khlong Toei,3,0,32.9,73,47166,3.2,190,1
2025-01-25,Lat Phrao,3,0,29.5,71,38265,3.2,176,1
2025-01-25,Phaya Thai,3,0,34.4,69,51838,1.8,190,1
2025-01-25,Thon Buri,3,0,33.3,69,41820,4.7,180.7,1
2025-01-26,Bang Kapi,4,0,35.2,63,48514,2.5,190,1
2025-01-26,Bang Khen,4,0,35.7,61,35377,3.9,190,1
2025-01-26,Bang Kho Laem,4,0,32.9,70,42759,4.5,190,1
2025-01-26,Din Daeng,4,0,34.3,76,51339,2.3,190,1
2025-01-26,Khlong Toei,4,0,32.1,68,57271,5,190,1
2025-01-26,Lat Phrao,4,0,32.9,83,37566,4.7,190,1
2025-01-26,Phaya Thai,4,0,30.2,72,41866,3,190,1
2025-01-26,Thon Buri,4,0,36.1,78,35813,5.8,190,1
2025-01-27,Bang Kapi,5,0,32.3,74,48892,1.3,190,1
2025-01-27,Bang Khen,5,0,34.8,70,41593,3,186.1,1
2025-01-27,Bang Kho Laem,5,0,30.4,77,41715,3.6,179.8,1
2025-01-27,Din Daeng,5,0,34.9,70,50446,4.5,190,1
2025-01-27,Khlong Toei,5,0,33.5,82,46865,5,190,1
2025-01-27,Lat Phrao,5,0,31.9,65,41826,2.9,183.7,1
2025-01-27,Phaya Thai,5,0,28.8,80,67250,5.2,189.4,1
2025-01-27,Thon Buri,5,0,33.1,70,33181,3.9,189.7,1
2025-01-28,Bang Kapi,6,0,30.8,71,41800,4.2,180.6,1
2025-01-28,Bang Khen,6,0,31.7,75,43754,5,185.6,1
2025-01-28,Bang Kho Laem,6,0,34.2,73,43007,2,182.9,1
2025-01-28,Din Daeng,6,0,34.1,77,57420,5,190,1
2025-01-28,Khlong Toei,6,0,30.6,49,38601,5.2,190,1
2025-01-28,Lat Phrao,6,0,32.3,67,53035,3.5,189.1,1
2025-01-28,Phaya Thai,6,0,31.8,52,53296,3.4,183.6,1
2025-01-28,Thon Buri,6,0,31.7,77,39927,4.5,174.9,1
2025-01-29,Bang Kapi,0,0,37.3,81,48080,5.3,190,1
2025-01-29,Bang Khen,0,0,33.4,76,57458,5.4,190,1
2025-01-29,Bang Kho Laem,0,0,28.9,72,43534,6.4,171,1
2025-01-29,Din Daeng,0,0,32.8,69,30690,7,190,1
2025-01-29,Khlong Toei,0,0,34,69,55126,4.4,181.7,1
2025-01-29,Lat Phrao,0,0,30,62,41100,5.1,175.4,1
2025-01-29,Phaya Thai,0,0,34.2,60,43472,5.5,190,1
2025-01-29,Thon Buri,0,0,33.9,67,41578,5.1,189.2,1
2025-01-30,Bang Kapi,1,0,36.9,77,52168,3.6,190,1
2025-01-30,Bang Khen,1,0,29.7,74,42906,4.7,188.4,1
2025-01-30,Bang Kho Laem,1,0,33.1,58,34418,5,190,1
2025-01-30,Din Daeng,1,0,33.1,62,49772,4.1,190,1
2025-01-30,Khlong Toei,1,0,32.1,69,33689,5.4,190,1
2025-01-30,Lat Phrao,1,0,28.5,66,38706,6.3,178.2,1
2025-01-30,Phaya Thai,1,0,35,75,58277,4.6,190,1
2025-01-30,Thon Buri,1,0,33.6,56,35643,3.1,189.7,1
2025-01-31,Bang Kapi,2,0,34,76,46826,5,190,1
2025-01-31,Bang Khen,2,0,30.1,66,39021,2.6,189.7,1
2025-01-31,Bang Kho Laem,2,0,31.8,70,30646,5,190,1
2025-01-31,Din Daeng,2,0,35.2,77,48887,4.8,190,1
2025-01-31,Khlong Toei,2,0,33.4,76,53498,2.7,190,1
2025-01-31,Lat Phrao,2,0,36.8,76,42441,3.1,190,1
2025-01-31,Phaya Thai,2,0,37,76,48375,5.6,190,1
2025-01-31,Thon Buri,2,0,31.4,63,54237,4.3,171.2,1
2025-02-01,Bang Kapi,3,0,34.4,69,39584,2.7,190,1
2025-02-01,Bang Khen,3,0,34.5,64,59073,4.6,190,1
2025-02-01,Bang Kho Laem,3,0,30.4,77,50675,3.5,182.7,1
2025-02-01,Din Daeng,3,0,31.7,57,56094,3.8,188.3,1
2025-02-01,Khlong Toei,3,0,37.4,71,44132,5.4,190,1
2025-02-01,Lat Phrao,3,0,32.1,79,44657,4.6,190,1
2025-02-01,Phaya Thai,3,0,30.6,71,42586,1.1,190,1
2025-02-01,Thon Buri,3,0,32.9,71,28906,5.4,180,1
2025-02-02,Bang Kapi,4,0,29.5,64,56493,2.3,169.4,1
2025-02-02,Bang Khen,4,0,28.1,70,53625,3.5,185.4,1
2025-02-02,Bang Kho Laem,4,0,32.4,72,45940,3.5,190,1
2025-02-02,Din Daeng,4,0,34.1,62,45609,5.5,190,1
2025-02-02,Khlong Toei,4,0,31.7,73,48847,2.8,190,1
2025-02-02,Lat Phrao,4,0,35,79,45369,4.5,190,1
2025-02-02,Phaya Thai,4,0,32.4,65,49637,5.8,190,1
2025-02-02,Thon Buri,4,0,32.8,68,40771,3.8,190,1
2025-02-03,Bang Kapi,5,0,29.3,66,56633,6.8,179.2,1
2025-02-03,Bang Khen,5,0,34.2,77,57042,4.8,190,1
2025-02-03,Bang Kho Laem,5,0,33.8,75,44441,4.8,188.1,1
2025-02-03,Din Daeng,5,0,33.8,64,37001,5.2,190,1
2025-02-03,Khlong Toei,5,0,29.5,64,33839,3.9,183.1,1
2025-02-03,Lat Phrao,5,0,36.1,76,40303,5.2,190,1
2025-02-03,Phaya Thai,5,0,31.8,58,44374,5.8,188.6,1
2025-02-03,Thon Buri,5,0,33,63,37922,5.4,174.5,1
2025-02-04,Bang Kapi,6,0,31.4,66,37800,3.4,174.3,1
2025-02-04,Bang Khen,6,0,31.8,54,39684,7.4,187.3,1
2025-02-04,Bang Kho Laem,6,0,29.6,74,45802,4.2,163,1
2025-02-04,Din Daeng,6,0,34.8,77,47032,6.7,189.5,1
2025-02-04,Khlong Toei,6,0,31.4,71,40080,2.3,190,1
2025-02-04,Lat Phrao,6,0,31.9,67,58216,3.9,181.6,1
2025-02-04,Phaya Thai,6,0,32.8,91,48670,5.9,190,1
2025-02-04,Thon Buri,6,0,33.3,65,41034,8.2,180.3,1
2025-02-05,Bang Kapi,0,0,32.4,66,52062,2.6,190,1
2025-02-05,Bang Khen,0,0,31.5,57,43988,3.5,183.3,1
2025-02-05,Bang Kho Laem,0,0,29.2,68,50095,6.7,185.1,1
2025-02-05,Din Daeng,0,0,29.2,79,38802,2.8,190,1
2025-02-05,Khlong Toei,0,0,34.2,69,40030,3.5,190,1
2025-02-05,Lat Phrao,0,0,37.3,92,35056,5.1,190,1
2025-02-05,Phaya Thai,0,0,33.4,66,48173,1,190,1
2025-02-05,Thon Buri,0,0,32.2,73,37021,4.4,190,1
2025-02-06,Bang Kapi,1,0,30.8,82,46441,5.3,190,1
2025-02-06,Bang Khen,1,0,30.6,73,36953,6.7,190,1
2025-02-06,Bang Kho Laem,1,0,35.8,74,31687,3.8,190,1
2025-02-06,Din Daeng,1,0,30.9,73,44168,2.1,190,1
2025-02-06,Khlong Toei,1,0,35.9,71,49658,2.3,190,1
2025-02-06,Lat Phrao,1,0,31.5,74,33094,4.9,189.7,1
2025-02-06,Phaya Thai,1,0,32.9,83,49600,5.2,190,1
2025-02-06,Thon Buri,1,0,32.4,73,38089,6.1,190,1
2025-02-07,Bang Kapi,2,0,35.7,70,45929,6,190,1
2025-02-07,Bang Khen,2,0,30.3,64,50224,5.6,190,1
2025-02-07,Bang Kho Laem,2,0,31.9,77,34527,4.4,177.4,1
2025-02-07,Din Daeng,2,0,30.7,70,50453,6.1,190,1
2025-02-07,Khlong Toei,2,0,31,73,56725,2.7,190,1
2025-02-07,Lat Phrao,2,0,31.3,78,50802,6.4,190,1
2025-02-07,Phaya Thai,2,0,34.8,69,39541,5.1,190,1
2025-02-07,Thon Buri,2,0,33.2,80,51437,2.6,188.3,1
2025-02-08,Bang Kapi,3,0,36.5,57,58907,3.5,190,1
2025-02-08,Bang Khen,3,0,30.1,81,50824,5.7,185.4,1
2025-02-08,Bang Kho Laem,3,0,31.4,62,48421,6.1,190,1
2025-02-08,Din Daeng,3,0,33.4,77,40753,5.4,190,1
2025-02-08,Khlong Toei,3,0,36.6,68,50935,2.8,190,1
2025-02-08,Lat Phrao,3,0,33.2,71,46762,2.8,190,1
2025-02-08,Phaya Thai,3,0,31.7,69,55227,4.5,190,1
2025-02-08,Thon Buri,3,0,33.3,64,44390,4.7,190,1
2025-02-09,Bang Kapi,4,0,32.4,69,42670,6.7,190,1
2025-02-09,Bang Khen,4,0,31.6,83,39843,3.9,176.4,1
2025-02-09,Bang Kho Laem,4,0,32.9,85,48926,6.7,190,1
2025-02-09,Din Daeng,4,0,34.9,64,44574,4.2,190,1
2025-02-09,Khlong Toei,4,0,33.9,72,45642,4.8,190,1
2025-02-09,Lat Phrao,4,0,32.4,84,36301,5.5,190,1
2025-02-09,Phaya Thai,4,0,34.5,80,40096,2.1,190,1
2025-02-09,Thon Buri,4,0,35,57,29364,3,190,1
2025-02-10,Bang Kapi,5,0,37.2,79,44931,3.7,190,1
2025-02-10,Bang Khen,5,0,32.6,70,42360,1.8,168.8,1
2025-02-10,Bang Kho Laem,5,0,31.4,73,50306,4.2,187.5,1
2025-02-10,Din Daeng,5,0,32.8,65,54366,4,190,1
2025-02-10,Khlong Toei,5,0,30.5,63,51528,5.4,190,1
2025-02-10,Lat Phrao,5,0,36.4,80,45038,5.7,190,1
2025-02-10,Phaya Thai,5,0,33.7,64,50348,4.7,187.8,1
2025-02-10,Thon Buri,5,0,36.7,69,36019,5.1,190,1
2025-02-11,Bang Kapi,6,0,32,84,48572,2.4,186.6,1
2025-02-11,Bang Khen,6,0,35.5,83,33841,3.8,190,1
2025-02-11,Bang Kho Laem,6,0,30.4,76,44523,4.3,177.4,1
2025-02-11,Din Daeng,6,0,31.9,73,50052,1.8,187.9,1
2025-02-11,Khlong Toei,6,0,31.5,88,56154,2.2,190,1
2025-02-11,Lat Phrao,6,0,36.7,87,42880,2.2,190,1
2025-02-11,Phaya Thai,6,0,37,67,42328,2.4,190,1
2025-02-11,Thon Buri,6,0,34,49,42000,3.6,186.7,1
2025-02-12,Bang Kapi,0,0,32,70,36449,6.4,190,1
2025-02-12,Bang Khen,0,0,32.7,73,45106,2.9,190,1
2025-02-12,Bang Kho Laem,0,0,38.1,62,40060,5,190,1
2025-02-12,Din Daeng,0,0,31.8,73,65746,5,190,1
2025-02-12,Khlong Toei,0,0,33.7,69,48993,3.7,190,1
2025-02-12,Lat Phrao,0,0,31,70,49631,3.3,190,1
2025-02-12,Phaya Thai,0,0,34.5,72,47551,4.9,190,1
2025-02-12,Thon Buri,0,0,30.9,65,27365,7.7,185.8,1
2025-02-13,Bang Kapi,1,0,31.1,69,59447,4.8,190,1
2025-02-13,Bang Khen,1,0,32.2,66,45653,5.4,190,1
2025-02-13,Bang Kho Laem,1,0,32.2,81,33397,6,187.6,1
2025-02-13,Din Daeng,1,0,35.7,76,40437,4.9,190,1
2025-02-13,Khlong Toei,1,0,39.6,72,38829,3,190,1
2025-02-13,Lat Phrao,1,0,37.9,63,47496,3.7,190,1
2025-02-13,Phaya Thai,1,0,35.5,63,57795,5,190,1
2025-02-13,Thon Buri,1,0,30.3,69,50819,3.9,170.5,1
2025-02-14,Bang Kapi,2,1,31.4,72,43375,3.4,190,1
2025-02-14,Bang Khen,2,1,30.5,71,56650,4.8,181.8,1
2025-02-14,Bang Kho Laem,2,1,33.7,84,36680,6.6,184.1,1
2025-02-14,Din Daeng,2,1,30.6,64,43716,5.9,183.1,1
2025-02-14,Khlong Toei,2,1,31,62,53792,4,174,1
2025-02-14,Lat Phrao,2,1,31.2,65,44137,4.8,166.9,1
2025-02-14,Phaya Thai,2,1,32.6,65,40581,3.5,188.1,1
2025-02-14,Thon Buri,2,1,30.8,69,54648,4.3,168.3,1
2025-02-15,Bang Kapi,3,0,31.8,83,38142,3.3,190,1
2025-02-15,Bang Khen,3,0,33.1,62,37825,1.7,174,1
2025-02-15,Bang Kho Laem,3,0,35.9,80,44214,3.7,190,1
2025-02-15,Din Daeng,3,0,34.8,77,32629,2.8,190,1
2025-02-15,Khlong Toei,3,0,33.7,86,60320,3.4,190,1
2025-02-15,Lat Phrao,3,0,31.9,69,39681,3.7,190,1
2025-02-15,Phaya Thai,3,0,33.4,61,36112,3.8,190,1
2025-02-15,Thon Buri,3,0,34.2,62,43619,6,190,1
2025-02-16,Bang Kapi,4,0,35,67,51590,6.6,190,1
2025-02-16,Bang Khen,4,0,32.2,83,39622,4.2,190,1
2025-02-16,Bang Kho Laem,4,0,35.8,70,47077,5.3,190,1
2025-02-16,Din Daeng,4,0,33.4,57,39447,4.2,190,1
2025-02-16,Khlong Toei,4,0,32.8,79,57151,5.6,190,1
2025-02-16,Lat Phrao,4,0,30.2,75,48512,7.6,179.8,1
2025-02-16,Phaya Thai,4,0,33.8,79,41317,3.8,190,1
2025-02-16,Thon Buri,4,0,32.9,83,40764,5.5,190,1
2025-02-17,Bang Kapi,5,0,33.6,66,47539,6.6,177.4,1
2025-02-17,Bang Khen,5,0,34.4,95,38676,6,190,1
2025-02-17,Bang Kho Laem,5,0,31.8,56,43575,7.5,190,1
2025-02-17,Din Daeng,5,0,36.4,74,50067,4.8,190,1
2025-02-17,Khlong Toei,5,0,35.1,72,46209,4.5,190,1
2025-02-17,Lat Phrao,5,0,37.8,60,38208,4.7,190,1
2025-02-17,Phaya Thai,5,0,31.3,75,56484,1.5,183.5,1
